ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
1117,     2,     1,     3,     9,     2,     3,     7,     6,     1,     7,     8,     6,     7,     0,     6,     7,     8,     3,     4,     8
1118,     4,     3,     8,     7,     7,     4,     5,     6,     6,     8,     4,     7,     3,     6,     4,     6,     9,     5,     5,     1
1119,     9,    10,    10,     8,     7,     8,     7,     6,     7,     2,     2,     7,     4,     2,     1,     2,     2,     4,     5,     0
1120,    10,     8,     8,     9,     9,     2,     9,     5,     6,     5,     3,     5,     3,     4,     1,     3,     1,     7,     4,     4
1121,     6,     2,     4,     9,     3,     6,    10,     3,     0,     9,     8,     5,    10,     3,     6,     7,     9,     3,     6,     6
1122,     5,     2,     7,     8,     7,     2,     9,     3,     7,     8,     2,     8,     6,     5,     2,     7,     7,     4,     8,     0
1123,     4,     7,     9,     6,     0,    10,     5,     4,     7,     1,     1,     5,     5,     1,     4,     7,    10,     6,     1,     4
1124,     4,     1,     8,     7,     7,     7,     4,     6,     4,     9,     0,     6,     4,     8,     4,     4,    10,     3,     3,     0
1125,     3,     4,    10,     8,     0,     9,     4,     6,     7,     6,     1,     6,     4,     3,     4,     4,     7,     5,     1,     2
1126,     8,     9,     7,     9,     7,     6,     8,     5,     5,     4,     3,     6,     2,     4,     2,     9,     3,     7,     6,     3
1127,     6,     6,     9,     6,     0,     7,     4,     4,     9,     3,     1,     7,     0,     2,     1,     7,     8,     5,     0,     2
1128,     4,     4,     7,     6,     1,     5,     5,     4,     6,     1,     2,     6,     3,     1,     3,     4,     7,     3,     0,     5
1129,     2,     3,     2,     8,     2,     4,     8,     6,     1,     8,     7,     4,     9,     1,     6,     3,    10,     6,     6,     5
1130,     6,     8,     9,     6,     0,     7,     5,     4,     8,     3,     0,     3,     2,     2,     3,     5,     9,     5,     3,     2
1131,     7,     3,     5,     6,     6,     7,     8,     4,     5,     8,     1,     4,     6,     6,     4,     4,     7,     4,     4,     1
1132,    10,     8,    10,     8,     8,     6,     9,     3,     6,     3,     0,     4,     5,     0,     1,     6,     1,     5,     3,     2
1133,     2,     1,     2,     9,     4,     6,     8,     6,     1,     8,     8,     7,     6,     3,     5,     5,     8,     2,     4,     4
1134,     2,     2,     2,     9,     4,     6,     7,     5,     3,    10,     7,     6,     9,     4,     6,     5,     9,     5,     4,     3
1135,     2,     1,     2,     7,     3,     5,     7,     9,     0,     6,     8,     8,     8,     3,     4,     7,     7,     5,     8,     7
1136,     8,     2,     5,     7,     2,     8,     8,     6,     5,     6,     2,     9,     3,     4,     4,     6,     8,     5,     8,     2
1137,     4,     4,     2,     8,     3,     7,     9,     5,     2,     9,     9,     4,     8,     3,     9,     5,     8,     4,     2,     5
1138,     9,     8,     6,     9,     4,     6,     9,     6,     3,     4,     2,     6,     4,     1,     1,     5,     1,     4,     3,     3
1139,     3,     3,     1,     9,     2,     5,     9,     6,     0,     9,     8,     5,     4,     1,     6,     7,    10,     3,     5,     9
1140,     3,     0,     2,     6,     2,     9,     8,     6,     1,    10,     9,     4,     5,     0,     4,     7,     7,     2,     6,     8
1141,     1,     1,     0,     7,     3,     6,     5,     6,     1,     9,     7,     6,     6,     2,     5,     3,     9,     5,     6,     8
1142,     0,     3,     4,     7,     4,     6,     8,     5,     1,    10,     7,     6,     8,     2,     7,     4,     7,     4,     6,     5
1143,     5,     3,     9,     7,     0,     8,     7,     1,     9,     3,     0,     8,     1,     2,     2,     4,     9,     5,     0,     5
1144,     3,     6,     7,     6,     0,     9,     3,     3,     9,     2,     1,     7,     3,     3,     3,     3,     9,     4,     1,     2
1145,     3,     1,     6,     6,     3,     4,     5,     5,     4,     9,     3,     6,     3,     8,     3,     5,     8,     2,     5,     3
1146,    10,     9,     7,     6,    10,     6,     8,     5,     6,     1,     0,     2,     5,     2,     2,     5,     0,     6,     4,     2
1147,     5,     7,     6,     3,     0,    10,     3,     6,     9,     3,     1,     6,     5,     1,     2,     6,     8,     2,     0,     6
1148,    10,     8,     9,     7,     7,     6,     8,     5,     6,     0,     1,     6,     6,     1,     2,     5,     1,     4,     8,     1
1149,     5,     4,     7,     7,     6,     7,     8,     3,     7,     7,     2,     3,     2,     8,     3,     3,     6,     8,     5,     3
1150,     2,     1,     7,     6,     5,     6,     9,     4,     2,     9,     1,     7,     2,     5,     2,     6,     6,     5,     1,     1
1151,     2,     2,     3,     7,     4,     3,    10,     4,     3,     9,     9,     3,     7,     2,     4,     3,     8,     6,     4,     6
1152,     2,     7,     8,     3,     0,     6,     5,     4,    10,     3,     2,     6,     4,     2,     5,     5,     8,     6,     1,     4
1153,     2,     4,     1,     9,     2,     6,     9,     5,     1,     8,     9,     6,     4,     1,     5,     7,     8,     2,     5,     3
1154,     3,     2,     5,     7,     1,     5,     8,     4,     1,     8,     9,     2,     9,     3,     6,     6,     6,     6,     5,     3
1155,     2,     2,     3,    10,     2,     7,     6,     4,     2,     9,     8,     8,     4,     4,     7,     5,     7,     5,     3,     5
1156,     3,     5,     3,     7,     2,     8,     9,     7,     1,     8,     9,     7,     7,     2,     6,     4,     7,     7,     6,     4
1157,     5,     1,     2,     8,     2,     6,     8,     4,     1,     8,     9,     6,     8,     1,     8,     7,    10,     4,     7,     5
1158,     4,     4,     8,     8,     6,     6,     7,     7,     4,     8,     0,     4,     6,     6,     2,     5,     7,     5,     6,     2
1159,     2,     2,     1,     8,     2,     8,     8,     6,     2,     8,    10,     4,     3,     5,     5,     6,     9,     6,     3,     4
1160,     4,     9,     6,     7,     0,     7,     4,     7,     7,     0,     0,     4,     4,     1,     4,     5,     7,     4,     2,     3
1161,     2,     5,     9,     4,     0,     8,     5,     4,     6,     2,     1,     5,     2,     1,     4,     3,     9,     5,     0,     3
1162,     4,     5,     9,     6,     0,     7,     7,     5,     8,     3,     1,     3,     5,     5,     2,     4,     7,     2,     0,     6
1163,     9,     8,    10,     7,     9,     7,     5,     6,     5,     0,     3,     7,     6,     1,     2,     6,     2,     5,     4,     3
1164,     2,     3,     1,     8,     2,     5,     7,     3,     2,     9,     8,     5,     9,     3,     4,     5,     8,     5,     3,     5
1165,     9,     6,     6,     7,     8,     8,    10,     2,     5,     0,     1,     5,     4,     1,     3,     4,     2,     7,     4,     1
1166,     2,     1,     0,     9,     5,     4,     7,     8,     2,     8,     9,     5,     8,     2,     9,     5,     9,     3,     3,     9
1167,     3,     1,     2,     8,     2,     3,     7,     8,     0,    10,     9,     6,     6,     1,     7,     4,     8,     5,     5,     7
1168,     2,     2,     3,     7,     6,     7,     9,     6,     2,     9,     7,     6,     6,     3,     7,     5,     8,     6,     4,     5
1169,    10,     7,     8,     5,     8,     5,     5,     3,     4,     4,     2,     4,     5,     2,     3,     4,     1,     7,     7,     0
1170,     6,     8,     9,     4,     0,     7,     6,     8,     7,     2,     2,     6,     5,     4,     4,     5,     5,     6,     1,     2
1171,     9,     8,     8,     8,     8,     5,     9,     8,     6,     5,     0,     4,     3,     1,     3,     3,     0,     7,     7,     4
1172,     4,     4,     7,     5,     4,     9,     5,     5,     5,     7,     0,     7,     4,     4,     2,     5,     5,     4,     6,     0
1173,     0,     0,     4,     7,     2,     7,     9,     7,     1,     9,     8,     6,     6,     4,     4,     5,     9,     4,     5,     6
1174,     5,     2,     7,     7,     7,     7,     6,     4,     3,     8,     1,     6,     3,     4,     4,     7,     6,     5,     6,     1
1175,     2,     1,     1,     9,     3,     5,     8,     6,     1,     8,     7,     7,     6,     2,     5,     6,     6,     5,     3,     5
1176,     3,     3,     2,     9,     1,     9,     9,     5,     0,     6,     7,     3,     8,     5,    10,     8,     9,     6,     6,     6
1177,     5,     5,     9,     5,     0,     6,     4,     4,     9,     2,     1,     6,     2,     3,     4,     4,     7,     3,     0,     5
1178,     4,     6,     8,     5,     0,     8,     5,     3,     9,     3,     0,     5,     2,     2,     2,     3,     6,     5,     0,     2
1179,     9,     6,     9,     8,     9,     6,     5,     4,     5,     1,     2,     8,     3,     4,     2,     9,     1,     5,     7,     3
1180,     4,     1,     8,     6,     4,     6,     7,     6,     4,     8,     2,     5,     3,     4,     3,     1,     7,     4,     6,     4
1181,     2,     1,     2,     9,     1,     6,     7,     7,     2,     6,     8,     6,     5,     3,     5,     7,     7,     4,     4,     6
1182,     5,     3,     8,     7,     6,     6,     7,     6,     6,     9,     2,     6,     5,     3,     5,     6,     7,     4,     7,     3
1183,    10,     7,     8,     7,     7,     4,     8,     6,     4,     2,     2,     7,     5,     1,     3,     3,     3,     6,     5,     3
1184,     3,     0,     2,     9,     4,     9,     9,     3,     1,     6,     9,     4,     9,     1,     8,     4,     6,     5,     4,     6
1185,     1,     2,     1,     9,     3,     7,     9,     3,     1,     7,    10,     5,     7,     2,     4,     6,     7,     4,     5,     6
1186,     6,     8,     8,     6,     0,     3,     3,     2,     7,     3,     1,     4,     3,     4,     3,     5,     6,     7,     1,     4
1187,    10,     9,     8,     8,     9,     6,     8,     4,     6,     2,     1,     4,     4,     2,     2,     8,     4,     1,     8,     0
1188,     1,     1,     1,     8,     3,     4,     7,     4,     1,     8,     6,     8,     6,     0,     5,     6,     7,     8,     6,     8
1189,    10,     5,     8,     8,     8,     6,     9,     6,     7,     3,     2,     7,     5,     3,     2,     5,     1,     3,     6,     3
1190,    10,    10,     6,     8,     8,     8,     8,     6,     7,     2,     3,     5,     4,     3,     2,     4,     0,     3,     4,     2
1191,     2,     2,     2,     8,     0,     4,     7,     7,     0,     6,     9,     7,     9,     3,     7,     4,     9,     9,     5,     7
1192,     4,     6,     9,     3,     0,     9,     4,     5,     7,     1,     0,     8,     8,     2,     3,     7,     8,     8,     1,     3
1193,     3,     3,     8,     6,     0,     6,     3,     7,     9,     0,     2,     6,     4,     5,     2,     6,     8,     4,     0,     5
1194,     5,     6,     7,     5,     0,     8,     7,     7,     6,     3,     0,     4,     2,     1,     1,     3,     8,     4,     2,     3
1195,     9,    10,     6,     8,     9,     8,     9,     7,     6,     3,     1,     6,     5,     4,     3,     8,     1,     4,     5,     3
1196,     9,     5,     7,     8,     0,     7,     3,     5,     6,     1,     3,     7,     4,     2,     2,     6,     8,     5,     1,     2
1197,    10,     8,     8,     8,     8,     8,    10,     5,     6,     4,     4,     7,     5,     4,     2,     2,     1,     5,     4,     0
1198,     9,     8,     7,     7,     8,     8,     9,     6,     3,     3,     5,     8,     5,     3,     0,     6,     0,     4,     6,     3
1199,     2,     2,     3,     9,     2,     7,     5,     8,     1,     7,     8,     6,     8,     2,     8,     5,     9,     3,     5,     6
1200,     4,     4,     5,     7,     6,     7,     3,     5,     2,     8,     5,     6,     6,     4,     2,     4,     6,     6,     4,     2
